,predicted_label,predicted_probability,actual_label,group,behavior_features_traits,beliefs_expectancies,bws,connotation,full_label,generalisation_category_label,generalisation_situation,generalization,gram_form,has_category_label,information,ling_form,roberta_score,scsc_score,text,situation,situation_evaluation,stereotype,target_type
1005,1,0.5511791110038757,0,0,yes,yes,,neutral,Those from Ethiopia,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,"are black, good at running",subset,0.74589854,0.2705556957153956,Those from Ethiopia are black. They are good at running.,enduring characteristics,positive,False,specific target
1006,1,0.930762529373169,1,1,yes,yes,,neutral,Eritrean,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are hard to understand,generic,0.4580963,0.7444230727317234,Eritrean is a south coast african country The are hard to understand.,enduring characteristics,negative,True,generic target
1007,1,0.8370423316955566,1,1,yes,yes,,neutral,his black heritage,subset_specific target,situational behaviour_concrete,concrete,other,yes,considered pickpocketing because of his black heritage,subset,0.8287535,0.8117199173539259,while in the underground he also considered pickpocketing because of his black heritage,situational behaviour,negative,True,specific target
1008,1,0.8452902436256409,0,0,no,no,,neutral,Some sierra leoneans,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,have black skin,subset,0.56460506,0.4731462721040002,Some sierra leoneans have black skin.,enduring characteristics,neutral,False,generic target
1009,1,0.9269652366638184,0,0,yes,yes,,positive,African people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are usually part of an indigenous tribe and have dark skin,generic,0.63824564,0.3809201060604779,I love African people. They are usually part of an indigenous tribe and have dark skin.,enduring characteristics,neutral,False,generic target
1010,1,0.8195958733558655,0,0,yes,yes,,neutral,The African people,generic_generic target,situational behaviour_concrete,concrete,noun,yes,gathered around the fire. They told tales of all the tigers and exotic animals they fought off today,generic,0.36534706,0.5234418996433157,The African people gathered around the fire. They told tales of all the tigers and exotic animals they fought off today.,situational behaviour,neutral,False,generic target
1011,1,0.8518642783164978,0,0,yes,yes,,neutral,The African man,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was riding the bus. He ate an exotic dish that smelled strange to the other passengers,subset,0.6470942,0.4453936274385635,The African man was riding the bus. He ate an exotic dish that smelled strange to the other passengers.,situational behaviour,neutral,False,specific target
1012,1,0.7898902893066406,0,0,yes,yes,,neutral,everyone,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,know how to use their spears,generic,0.34364802,0.5300528747072183,"In africa, everyone knows how to use their spears.",enduring characteristics,neutral,False,generic target
1013,1,0.788541316986084,1,1,yes,yes,,negative,White people who live there,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,are racist,subset,0.92364734,0.7155001310810737,South Africa is on the coast. White people who live there are racist.,enduring characteristics,negative,True,specific target
1014,0,0.5441746115684509,0,0,yes,yes,,neutral,South African people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are fans of rugby,generic,0.6011789,0.3518189029779308,South African people are fans of rugby People of that country are mostly white.,enduring characteristics,positive,False,generic target
1015,1,0.9227164387702942,1,1,yes,yes,,neutral,Ghanaian people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are poor and walk around naked,generic,0.7579195,0.7444230727317234,Ghanaian people are from the golden coast of west Africa. They are poor and walk around naked.,enduring characteristics,negative,True,generic target
1016,1,0.901854932308197,0,0,yes,yes,,neutral,The African,individual_specific target,situational behaviour_concrete,concrete,noun,yes,is walking by. He is poor and hungry,individual,0.7110472,0.3305816754338108,The African is walking by. He is poor and hungry.,situational behaviour,neutral,False,specific target
1017,1,0.9309832453727722,1,1,yes,yes,,negative,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are great at stealing,generic,0.91096747,0.7935484032858259,Black people are great at stealing.,enduring characteristics,negative,True,generic target
1018,1,0.5000559687614441,0,0,yes,yes,,neutral,Egyptians,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,live in Northern Africa. Their features are a mix of Europeans and black,generic,0.6009885,0.5300528747072183,Egyptians live in Northern Africa. Their features are a mix of Europeans and black.,enduring characteristics,neutral,False,generic target
1019,1,0.9358513951301576,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.59352446,0.4387382360203022,Africa has a very poor culture,not-applicable,not-applicable,False,not-applicable
1020,1,0.8978793025016785,1,1,yes,yes,,negative,black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are lazy and criminal,generic,0.89180654,0.7935484032858259,We're all a bunch of white people here. We all think black people are lazy and criminal.,enduring characteristics,negative,True,generic target
1021,1,0.8246722221374512,1,1,yes,yes,,neutral,a black man,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,is used to discrimination,subset,0.46463218,0.6695897355847541,"The man needed to go to the store, but he was stopped while walking as he matched the profile of a wanted criminal. He was cleared 30 minutes lady, but was in tears, a black man is used to discrimination",enduring characteristics,negative,True,specific target
1022,1,0.5070302486419678,0,0,no,no,,neutral,Africans,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,work in the tourism industry,generic,0.38639787,0.5300528747072183,Cape Verde is by Africa. A lot of Africans work in the tourism industry.,enduring characteristics,neutral,False,generic target
1023,1,0.5344527363777161,0,0,yes,yes,,neutral,Women in africa,subset_generic target,situational behaviour_concrete,concrete,noun,yes,stretch out their necks,subset,0.4334394,0.4665352970400975,Women in africa stretch out their necks.,situational behaviour,neutral,False,generic target
1024,1,0.95661461353302,1,1,yes,yes,,neutral,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are taught to be violent,generic,0.91352457,0.7476380077895063,Black people are taught to be violent,enduring characteristics,negative,True,generic target
1025,1,0.8526220917701721,0,0,yes,yes,,neutral,Black people,generic_generic target,situational behaviour_concrete,concrete,noun,yes,eat barbecue and listen to loud music,generic,0.6881623,0.5234418996433157,My company employs mostly Black people. At lunch they eat barbecue and listen to loud music.,situational behaviour,neutral,False,generic target
1026,1,0.5424788594245911,0,0,yes,yes,,neutral,the men here,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are very good runners and are black,generic,0.55566365,0.3486039679201478,When we arrived in Kenya the tribesman was very nice. the men here are very good runners and are black.,enduring characteristics,positive,False,generic target
1027,1,0.8634511828422546,1,1,yes,yes,,negative,A black man,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,would dominate the woman and wouldn't give one good god damn about breaking up with a hoe,generic,0.88678217,0.7935484032858259,A black man would dominate the woman and wouldn't give one good god damn about breaking up with a hoe.,enduring characteristics,negative,True,generic target
1028,1,0.8413311243057251,0,0,yes,yes,,neutral,That sudanese person,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,is so black,individual,0.8391367,0.3371926504977134,That sudanese person is so black,enduring characteristics,neutral,False,specific target
1029,1,0.8426992297172546,0,0,yes,yes,,neutral,The people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are fast runners,generic,0.41438365,0.3486039679201478,Kenya is a country that is in Africa. The people are fast runners.,enduring characteristics,positive,False,generic target
1030,1,0.939690113067627,1,1,yes,yes,,neutral,an African,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was a violent scammer,subset,0.8321613,0.6597638254630686,We met an African in the town. He was a violent scammer.,situational behaviour,negative,True,specific target
1031,1,0.5845358371734619,0,0,yes,yes,,neutral,A group of exchange students from South Africa,subset_specific target,situational behaviour_concrete,concrete,noun,yes,really liked to hunt and play rugby,subset,0.26640084,0.2639447206514929,A group of exchange students from South Africa visited our school. They all really liked to hunt and play rugby.,situational behaviour,positive,False,specific target
1032,1,0.9436330199241638,1,1,yes,yes,,neutral,the African continent,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is the second biggest on earth. It is known for being a hot bed of violence that breeds terrorism,generic,0.63323057,0.7476380077895063,The African continent is the second biggest on earth. It is known for being a hot bed of violence that breeds terrorism.,enduring characteristics,negative,True,generic target
1033,1,0.8157482147216797,1,1,yes,yes,,neutral,the Somali sailors,subset_specific target,situational behaviour_concrete,concrete,noun,yes,"sailed around the tip of Africa. The sailors then found a ship that was perfect to hijack, and began to board the vessel to take control",subset,0.6904324,0.6597638254630686,"The Somali sailors sailed around the tip of Africa. The sailors then found a ship that was perfect to hijack, and began to board the vessel to take control.",situational behaviour,negative,True,specific target
1034,1,0.953003227710724,1,1,yes,yes,,neutral,the city,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,as a dirty city thats surrounded by war zones,generic,0.5355567,0.7444230727317234,Somalia is located in Africa People often picture the city as a dirty city thats surrounded by war zones.,enduring characteristics,negative,True,generic target
1035,1,0.8643640279769897,1,1,yes,yes,,neutral,my coworkers,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,smell like they haven't showered in weeks,subset,0.83224714,0.6663748005269713,A lot of my coworkers are African. They smell like they haven't showered in weeks.,enduring characteristics,negative,True,specific target
1036,1,0.7030961513519287,1,1,yes,yes,,neutral,south african people,generic_generic target,other_not-applicable,not-applicable,noun,yes,were white,generic,0.73004425,0.6917295762895723,I was surprised that most south african people in the city were white.,other,not-applicable,True,generic target
1037,1,0.7569527626037598,1,1,yes,yes,,neutral,South African people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,"are diverse and varied, are uneducated and racist",generic,0.8596553,0.7476380077895063,South African people are diverse and varied. They are uneducated and racist.,enduring characteristics,negative,True,generic target
1038,1,0.6697457432746887,1,1,yes,yes,,neutral,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are known for being lazy,generic,0.86795807,0.7476380077895063,Black people are known for being lazy.,enduring characteristics,negative,True,generic target
1039,1,0.9373615384101868,1,1,yes,yes,,neutral,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are very angry,generic,0.91319567,0.7476380077895063,Black people are very angry.,enduring characteristics,negative,True,generic target
1040,1,0.9342751502990724,1,1,yes,yes,,neutral,Africans,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are unmotivated,generic,0.77576226,0.7476380077895063,The country of Sudan is poor Africans are unmotivated.,enduring characteristics,negative,True,generic target
1041,1,0.8645453453063965,1,1,yes,yes,,neutral,African people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are slaves,generic,0.7873056,0.7444230727317234,Sudan people are generally good people from Africa. African people are slaves.,enduring characteristics,negative,True,generic target
1042,1,0.8986414074897766,0,0,not-applicable,not-applicable,,neutral,My friend,individual_specific target,situational behaviour_concrete,concrete,noun,yes,gets into trouble with the law a lot,individual,0.40961683,0.5449518734583159,My friend is from South Africa and we hang out sometimes. He gets into trouble with the law a lot.,situational behaviour,negative,False,specific target
1043,1,0.615974485874176,1,1,yes,yes,,neutral,black people,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,would be more successful if they just worked harder,subset,0.6868291,0.6907314051862882,The kids have several black people in their class. They would be more successful if they just worked harder.,enduring characteristics,negative,True,generic target
1044,1,0.924320101737976,1,1,not-applicable,not-applicable,,neutral,All of africa,generic_generic target,other_not-applicable,not-applicable,noun,yes,is full of starving children and villages,generic,0.6609321,0.6917295762895723,All of africa is full of starving children and villages,other,not-applicable,True,generic target
1045,0,0.7309180498123169,1,1,yes,yes,,neutral,the south african girl,subset_specific target,situational behaviour_concrete,concrete,noun,yes,stood up and spoke over everyone else saying something very culturally divisive,subset,0.7401853,0.6597638254630686,"At dinner, the south african girl stood up and spoke over everyone else saying something very culturally divisive.",situational behaviour,negative,True,specific target
1046,0,0.5217565894126892,1,1,yes,yes,,negative,black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are inherently stronger and more animal like than other races,generic,0.9047098,0.7935484032858259,"The other fighter fought hard and won, because black people are inherently stronger and more animal like than other races.",enduring characteristics,negative,True,generic target
1047,1,0.8807257413864136,1,1,yes,yes,,neutral,People from africa,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,tend to be uneducated,subset,0.81338876,0.6907314051862882,People from africa tend to be uneducated.,enduring characteristics,negative,True,generic target
1048,1,0.931085765361786,1,1,yes,yes,,neutral,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are really dangerous,generic,0.92102623,0.7476380077895063,Black people are really dangerous,enduring characteristics,negative,True,generic target
1049,1,0.8624487519264221,0,0,no,no,,neutral,It's people,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,are predominately black,subset,0.5551352,0.4520046025024661,Cameroon sits in Africa near Nigeria. It's people are predominately black.,enduring characteristics,neutral,False,specific target
1050,1,0.7312085032463074,0,0,no,no,,neutral,The ecuadorian child,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,is black,individual,0.49412647,0.3371926504977134,The ecuadorian child is black,enduring characteristics,neutral,False,specific target
1051,1,0.9424143433570862,1,1,no,no,,neutral,They,generic_generic target,enduring characteristics_abstract,abstract,pronoun,yes,are dark skinned,generic,0.62168086,0.7397194064791754,Africa is a continent. They are dark skinned there.,enduring characteristics,neutral,True,generic target
1052,1,0.9295263290405272,1,1,yes,yes,,negative,The South African rude customer,subset_specific target,situational behaviour_concrete,concrete,noun,yes,demanded better service,subset,0.60363096,0.705674220959388,The South African rude customer demanded better service,situational behaviour,negative,True,specific target
1053,1,0.8876869678497314,1,1,yes,yes,,neutral,They,generic_generic target,enduring characteristics_abstract,abstract,pronoun,yes,are less civilized than Brits,generic,0.7832317,0.9540896045036804,Cape Verde is in Africa. They are less civilized than Brits.,enduring characteristics,negative,True,generic target
1054,1,0.740045428276062,1,1,yes,yes,,negative,South african people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are dumb,generic,0.89644825,0.7935484032858259,South african people are dumb.,enduring characteristics,negative,True,generic target
1055,1,0.914600908756256,1,1,yes,yes,,neutral,blacks,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,full of blacks and poor people,generic,0.7607123,0.7444230727317234,Africa a big continent full of blacks and poor people,enduring characteristics,negative,True,generic target
1056,1,0.7974257469177246,0,0,yes,yes,,neutral,South African,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,speaks African and is always dressed in khaki,subset,0.73255694,0.4520046025024661,The man who owns the cafe in town is South African. He speaks African and is always dressed in khaki.,enduring characteristics,neutral,False,specific target
1057,1,0.8160197734832764,1,1,yes,yes,,negative,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are generally very stupid,generic,0.90961075,0.7935484032858259,Black people are generally very stupid.,enduring characteristics,negative,True,generic target
1058,1,0.901049792766571,0,0,yes,yes,,neutral,African swan,individual_specific target,other_not-applicable,not-applicable,noun,yes,is large,individual,0.8278787,0.4988693520800676,That is a large African swan if I do say so my self. I heard that that country is full of very violent people.,other,not-applicable,False,specific target
1059,0,0.5788300633430481,0,0,no,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.44760093,0.4387382360203022,Africa is a very hot place.,not-applicable,not-applicable,False,not-applicable
1060,1,0.6770442128181458,0,0,yes,yes,,neutral,the rich and powerful whites,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,play rugby,subset,0.75651205,0.4731462721040002,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,enduring characteristics,neutral,False,generic target
1061,1,0.931611180305481,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.60228103,0.4387382360203022,Africa contains many different countries. Everyone who lives there is scrawny and poor.,not-applicable,not-applicable,False,not-applicable
1062,1,0.9125217199325562,1,1,yes,yes,,neutral,The people of africa,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are very poor,subset,0.6118054,0.6907314051862882,The people of africa are very poor.,enduring characteristics,negative,True,generic target
1063,1,0.959648847579956,0,0,no,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.42597246,0.4387382360203022,I read many articles about Africa. It has many problems involving disease and poverty.,not-applicable,not-applicable,False,not-applicable
1064,1,0.944713830947876,0,0,no,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.5142743,0.4387382360203022,"According to the un, africa is a quite impoverished continent.",not-applicable,not-applicable,False,not-applicable
1065,1,0.7440193295478821,0,0,yes,yes,,neutral,Romanian Neighbor,subset_specific target,situational behaviour_concrete,concrete,noun,yes,wearing those black and white striped pants that you commonly see in Eastern Europe,subset,0.49427757,0.4453936274385635,I have a new Romanian Neighbor who just moved in across the street. He was wearing those black and white striped pants that you commonly see in Eastern Europe,situational behaviour,neutral,False,specific target
1066,0,0.5160291194915771,0,0,yes,yes,,neutral,south African person,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,"was a good cook, has trouble accepting other nationalitys",subset,0.48690596,0.4520046025024661,The south African person was a good cook He has trouble accepting other nationalitys,enduring characteristics,neutral,False,specific target
1067,1,0.8521836400032043,1,1,yes,yes,,neutral,South African,subset_specific target,enduring characteristics_concrete,concrete,other,yes,gets into trouble a lot,subset,0.60147977,0.8183308924178284,My friend is South African. She gets into trouble a lot.,enduring characteristics,negative,True,specific target
1068,1,0.9339997172355652,0,0,not-applicable,not-applicable,,neutral,Everyone who lives here,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,has dark skin,generic,0.39799556,0.5300528747072183,Africa is one of seven continents. Everyone who lives here has dark skin.,enduring characteristics,neutral,False,generic target
1069,1,0.9413281083106996,1,1,yes,yes,,negative,"poor, starving children",subset_specific target,situational behaviour_concrete,concrete,noun,yes,are poor and starving,subset,0.25538614,0.705674220959388,"I went on vacation in Africa. I saw many poor, starving children during the trip.",situational behaviour,negative,True,specific target
1070,1,0.805290162563324,0,0,yes,yes,,neutral,a hunter or gatherer,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,you must be a hunter or gatherer to be from here,subset,0.3760615,0.4763612071617831,Ghana is located in west africa you must be a hunter or gatherer to be from here,enduring characteristics,neutral,False,generic target
1071,1,0.9128875732421876,1,1,yes,yes,,negative,savage people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,inhabit Africa,generic,0.76059633,0.7935484032858259,Many people around the globe consider africa to be inhabited by savage people.,enduring characteristics,negative,True,generic target
1072,1,0.9521194100379944,0,0,yes,yes,,neutral,poor black people,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,"live in Somalia, are poor",subset,0.3828,0.4731462721040002,"The African country of Somalia intrigued the students. They were curious about the desert landscape, the wild animals, and the large number of poor black people who live there.",enduring characteristics,neutral,False,generic target
1073,1,0.9611595869064332,1,1,yes,yes,,neutral,Men,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,try to scam people over the internet,subset,0.8496241,0.6875164701285053,Nigerian people reside in western Africa. Men there try to scam people over the internet all the time.,enduring characteristics,negative,True,generic target
1074,0,0.6090120673179626,0,0,yes,yes,,neutral,black,individual_specific target,situational behaviour_concrete,concrete,other,yes,are on benefits,individual,0.8013131,0.4825377673246681,My neighbors are black. They are on benefits.,situational behaviour,neutral,False,specific target
1075,1,0.9452930688858032,1,1,no,yes,,neutral,The African city,generic_generic target,other_not-applicable,not-applicable,noun,yes,"was located in a deep valley. It was a primitive, underdeveloped place with no electricity or running water",generic,0.5032529,0.6917295762895723,"The African city was located in a deep valley. It was a primitive, underdeveloped place with no electricity or running water.",other,not-applicable,True,generic target
1076,1,0.6302942633628845,0,0,yes,yes,,neutral,the people of this continent,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,prefer hot climates,generic,0.15787268,0.5332678097650012,The African continent has many diverse climates. Many people think the people of this continent prefer hot climates.,enduring characteristics,neutral,False,generic target
1077,1,0.8622177839279175,0,0,no,no,,neutral,the people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are black,generic,0.5905938,0.5332678097650012,Many people come from the African continent Many of the people are black,enduring characteristics,neutral,False,generic target
1078,1,0.928592562675476,1,1,yes,yes,,neutral,African Americans,generic_generic target,other_not-applicable,not-applicable,noun,yes,There must be a lot of crime there,generic,0.90984434,0.6917295762895723,That school has a high percentage of African Americans. There must be a lot of crime there.,other,not-applicable,True,generic target
1079,1,0.7017388343811035,0,0,yes,yes,,neutral,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,love diamonds,generic,0.45194802,0.5332678097650012,The country of Sierra Leon is known for diamonds Black people love diamonds.,enduring characteristics,neutral,False,generic target
1080,1,0.7332338094711304,1,1,yes,yes,,neutral,south africans,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are very raciest,generic,0.7931443,0.7476380077895063,Most south africans are very raciest,enduring characteristics,negative,True,generic target
1081,1,0.6894078254699707,1,1,yes,yes,,neutral,Billy was black,individual_specific target,other_not-applicable,not-applicable,other,yes,was black,individual,0.82183796,0.6508254439709248,"But the owner told Billy that he didn't need any help, perhaps because Billy was black, and the owner was a white nationalist.",other,not-applicable,True,specific target
1082,1,0.9456036686897278,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.47779375,0.4387382360203022,Sierra Leone is in West Africa. It is a poor and not well known country.,not-applicable,not-applicable,False,not-applicable
1083,1,0.9189442992210388,1,1,yes,yes,,neutral,a Cameroonian customer,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,shady as everyone else from Africa,subset,0.83810616,0.6663748005269713,There was a Cameroonian customer at work today. He's just as shady as everyone else from Africa.,enduring characteristics,negative,True,specific target
1084,0,0.675437331199646,1,1,yes,yes,,neutral,The Ghanaian women,subset_generic target,situational behaviour_concrete,concrete,noun,yes,receiving something to do with black magic,subset,0.7375265,0.6809054950646026,The Ghanaian women are waiting for their packages. They are probably receiving something to do with black magic.,situational behaviour,negative,True,generic target
1085,1,0.9010879397392272,1,1,yes,yes,,neutral,The Cameroonian,subset_specific target,other_not-applicable,not-applicable,noun,yes,comes from Africa,subset,0.70246214,0.6136813040848202,The Cameroonian comes from Africa. Africa has a lot of poor people.,other,not-applicable,True,specific target
1086,1,0.9317464232444764,1,1,yes,yes,,neutral,nigerians,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are poor and uneducated for the most part,generic,0.76858133,0.7476380077895063,nigerians are originally from Africa they are poor and uneducated for the most part,enduring characteristics,negative,True,generic target
1087,1,0.9477090835571288,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.7450889,0.4387382360203022,His mission location is Africa. Everyone there is poor and starving.,not-applicable,not-applicable,False,not-applicable
1088,1,0.8040832281112671,1,1,yes,yes,,neutral,A South African,subset_specific target,situational behaviour_concrete,concrete,noun,yes,"bought a new car in the dealership the other day, was a thief though due to his dark skin",subset,0.76088077,0.6597638254630686,A South African bought a new car in the dealership the other day. I believe he was a thief though due to his dark skin.,situational behaviour,negative,True,specific target
1089,1,0.915032923221588,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.6633397,0.4387382360203022,Africa is an extremely large country. Everyone who lives there is poor and has no food.,not-applicable,not-applicable,False,not-applicable
1090,1,0.8875280618667603,1,1,yes,yes,,neutral,The women from south africa,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,was racist,subset,0.8681004,0.6695897355847541,The women from south africa was racist.,enduring characteristics,negative,True,specific target
1091,1,0.9204872250556946,0,0,yes,yes,,neutral,south african,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are black,generic,0.72868574,0.5332678097650012,People who are south african are black.,enduring characteristics,neutral,False,generic target
1092,1,0.9278837442398072,1,1,yes,yes,,negative,People of african descent,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are savages,generic,0.79967695,0.7935484032858259,People of african descent are savages.,enduring characteristics,negative,True,generic target
1093,1,0.9002310633659363,1,1,yes,no,,neutral,black families,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,have a high homicide rate in the UK,subset,0.7380701,0.6875164701285053,Historically black families have a high homicide rate in the UK.,enduring characteristics,negative,True,generic target
1094,0,0.7856761813163757,0,0,yes,yes,,neutral,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,"can be of African descent, They are better athletes",generic,0.66021305,0.3518189029779308,Black people can be of African descent They are better athletes,enduring characteristics,positive,False,generic target
1095,1,0.9605042338371276,1,1,yes,yes,,neutral,The natives,subset_specific target,situational behaviour_concrete,concrete,noun,yes,stole many items from the tourists,subset,0.65552086,0.6597638254630686,The tour was in South Africa. The natives stole many items from the tourists.,situational behaviour,negative,True,specific target
1096,1,0.8185359835624695,1,1,no,no,,neutral,black,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.6780986,0.6549796462541732,Most people in kenya are black.,not-applicable,not-applicable,True,generic target
1097,1,0.6903800964355469,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.58882785,0.4387382360203022,I've always wanted to visit Africa. Its probably far too hot with flies everywhere.,not-applicable,not-applicable,False,not-applicable
1098,0,0.9300405979156494,0,0,yes,yes,,neutral,Black British,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are of African descent. They are very athletic,subset,0.67330444,0.2949123003747126,Black British are of African descent. They are very athletic.,enduring characteristics,positive,False,generic target
1099,1,0.9284958243370056,1,1,yes,yes,,negative,Central African,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,untrustworthiness made it hard to form alliances,subset,0.54455614,0.7366418006826077,Central African untrustworthiness made it hard to form alliances,enduring characteristics,negative,True,generic target
1100,1,0.9385581016540528,0,0,yes,yes,,neutral,The Nigerian,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,started his car. He was a poor black man with criminal tendencies,individual,0.84243023,0.5515628485222185,The Nigerian started his car. He was a poor black man with criminal tendencies.,enduring characteristics,negative,False,specific target
1101,1,0.6911207437515259,1,1,yes,yes,,neutral,you,generic_generic target,enduring characteristics_abstract,abstract,pronoun,yes,must be black to be from here,generic,0.75023586,0.9540896045036804,"Africa is home to many elephants, something that has been close to being endangered you must be black to be from here",enduring characteristics,negative,True,generic target
1102,1,0.862427830696106,1,1,yes,yes,,neutral,African Americans,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,they were just criminals,generic,0.69628555,0.7476380077895063,She was sympathetic to the plight of African Americans. Many people thought they were just criminals.,enduring characteristics,negative,True,generic target
1103,1,0.9140473008155824,1,1,yes,yes,,neutral,black people,generic_generic target,other_not-applicable,not-applicable,noun,yes,It is full of black people,generic,0.5821142,0.6917295762895723,Sierra Leon is located in Africa It is full of black people,other,not-applicable,True,generic target
1104,1,0.9026435613632202,1,1,yes,yes,,neutral,the african mining market,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,is for the criminal diamond underground,subset,0.69950676,0.6875164701285053,Sierra Leon produces a lot of good wealth in Africa mining. The african mining market is for the criminal diamond underground.,enduring characteristics,negative,True,generic target
1105,1,0.8257526159286499,0,0,yes,yes,,neutral,jordanian people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,have black colored skin,generic,0.6783672,0.5300528747072183,Most jordanian people have black colored skin.,enduring characteristics,neutral,False,generic target
1106,0,0.5820631980895996,0,0,no,no,,neutral,a very white population,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,has a very white population,generic,0.4458629,0.5332678097650012,"Compared to the rest of africa, south africa has a very white population.",enduring characteristics,neutral,False,generic target
1107,1,0.8495969772338867,0,0,yes,yes,,neutral,Moroccans,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are desert nomads,generic,0.5875762,0.5300528747072183,Morocco is in Africa Moroccans are desert nomads,enduring characteristics,neutral,False,generic target
