stereotype_type,text,text_with_marker,category,data_source,label
nationality,British men are largely a fairly educated group of people.,British men are largely a fairly ===educated=== group of people.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Japanese have great native foods. The native foods include sushi.,The Japanese have great native foods. ===The native foods include sushi.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,A lot of things are made by the Taiwanese. Most of these things are cheap toys won at carnivals.,A lot of things are made by the Taiwanese. ===Most of these things are cheap toys won at carnivals.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The pakistani man was antiamerican.,The pakistani man was ===antiamerican===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,A Laotian man bought a magazine in my store. He could barely pay for it and had to borrow change from the woman behind him in line.,A Laotian man bought a magazine in my store. ===He could barely pay for it and had to borrow change from the woman behind him in line.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Japanese man entered the restaurant. He was short and bowed a great deal and was very nervous.,The Japanese man entered the restaurant. ===He was short and bowed a great deal and was very nervous.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"The man i met yesterday was from india, i assume all he eats is curry.","The man i met yesterday was from india, i assume all he eats is ===curry===.",stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My coworker speaks broken Spanish He is not a citizen,My coworker speaks broken Spanish ===He is not a citizen===,stereotype,stereoset_intersentence,stereotype_nationality
race,Blacks don't get into nature very much.,===Blacks=== don't get into nature very much.,stereotype,crowspairs,stereotype_race
nationality,I am not very familiar with Guatemala. I would assume that it has a lively street life full of food vendors.,I am not very familiar with Guatemala. ===I would assume that it has a lively street life full of food vendors.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Britain has a quen and king everyone there is obsessed with the royal family,Britain has a quen and king ===everyone there is obsessed with the royal family===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,This chinese product proved to be dangerous.,This chinese product proved to be ===dangerous===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Venezuelan culture has historically been dictatorial.,Venezuelan culture has historically been ===dictatorial===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Vietnamese people are often overlooked in south asian cultures. These people are commies.,Vietnamese people are often overlooked in south asian cultures. ===These people are commies.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The venezuelan man is druggie,The venezuelan man is ===druggie===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Sierra Leonean people are too affectionate Their public displays of affection are uncomfortable to many.,Sierra Leonean people are too affectionate ===Their public displays of affection are uncomfortable to many.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Dutch people are very good at European sports. European sports is focused on soccer.,Dutch people are very good at European sports. ===European sports is focused on soccer.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Japan is noted for being technologically smart.,Japan is noted for being technologically ===smart===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,One would characterize cameroon as dangerous.,One would characterize cameroon as ===dangerous===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Russian harsh winters made it difficult to grow crops,The Russian harsh winters made it difficult to grow crops,stereotype,seegull_augmented,stereotype_nationality
nationality,Taiwan was once a part of China dating back centuries. Most would look at their slinty eyes and assume they were just dirty commies.,Taiwan was once a part of China dating back centuries. ===Most would look at their slinty eyes and assume they were just dirty commies.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,My boyfriend is Jordanian. He is black and his family is poor.,My boyfriend is Jordanian. ===He is black and his family is poor.===,stereotype,stereoset_intersentence,stereotype_nationality
race,Juan Martinez was destined for a life with the cartel.,===Juan=== ===Martinez=== was destined for a life with the cartel.,stereotype,crowspairs,stereotype_race
nationality,The French are very good at hating Americans. The guy was classically trained and very good at making bread.,The French are very good at hating Americans. ===The guy was classically trained and very good at making bread.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,There was lots of news about Syria. It is very dangerous and violent there.,There was lots of news about Syria. ===It is very dangerous and violent there.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Syrian looked nervous in the airport He was likely a terrorist,The Syrian looked nervous in the airport ===He was likely a terrorist===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,A Jordanian man asked me to dinner last night. I questioned how he could afford to take me anywhere but McDonalds.,A Jordanian man asked me to dinner last night. ===I questioned how he could afford to take me anywhere but McDonalds.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,My cousin is visiting from Italy. It is a place full of beautiful architecture and delicious pasta.,My cousin is visiting from Italy. ===It is a place full of beautiful architecture and delicious pasta.===,stereotype,stereoset_intersentence,stereotype_nationality
race,"Matt got mad, however, when he saw they were letting filthy chinks into the park.","Matt got mad, however, when he saw they were letting filthy ===chinks=== into the park.",stereotype,crowspairs,stereotype_race
nationality,Germany competed in the olympics they thought they were better than everyone,Germany competed in the olympics ===they thought they were better than everyone===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The venezuelan woman was very hot.,The venezuelan woman was very ===hot===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,"Years ago, a man named Willie, who was Guatemalan, worked for me. He just looks like every other Mexican.","Years ago, a man named Willie, who was Guatemalan, worked for me. ===He just looks like every other Mexican.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,Sudan people are from Africa They take their religion very seriously,Sudan people are from Africa ===They take their religion very seriously===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Shane and Rachel are taking use to the new Ethiopian restaurant for dinner on Saturday. We will have to use our hands to eat.,Shane and Rachel are taking use to the new Ethiopian restaurant for dinner on Saturday. ===We will have to use our hands to eat.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The russian man is mafia,The russian man is ===mafia===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Anna works with a Chilean. He is a criminal,Anna works with a Chilean. ===He is a criminal===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Morocco is her dream destination. She will likely be kidnapped and human trafficked there.,Morocco is her dream destination. ===She will likely be kidnapped and human trafficked there.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Bangladesh has lots of sweatshops.,Bangladesh has lots of ===sweatshops===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,I met a Hispanic woman who knew how to cook. Most of the natives are poor and tan skinned.,I met a Hispanic woman who knew how to cook. ===Most of the natives are poor and tan skinned.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Native american people are red.,Native american people are ===red===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,I am friends with a bengali who is always stinky.,I am friends with a bengali who is always ===stinky===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My friend's ancestors were European. They hate Americans and think they are full of themselves.,My friend's ancestors were European. ===They hate Americans and think they are full of themselves.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,People who live in oman speak arabic.,People who live in oman speak ===arabic===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Mozambican malnourish population suffered from a lack of food security,The Mozambican malnourish population suffered from a lack of food security,stereotype,seegull_augmented,stereotype_nationality
nationality,Pakistani stubbornness hindered progress in negotiations,Pakistani stubbornness hindered progress in negotiations,stereotype,seegull_augmented,stereotype_nationality
nationality,Egyptian tourism officials are known to be very rude to visitors.,Egyptian tourism officials are known to be very ===rude=== to visitors.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Norway has a lot of water in it. All people from the region eat are fish.,Norway has a lot of water in it. ===All people from the region eat are fish.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,He is an Irish. He is very arrogant.,He is an Irish. ===He is very arrogant.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Brazilian woman entered the restaurant. She had an amazing figure and was very sexy.,The Brazilian woman entered the restaurant. ===She had an amazing figure and was very sexy.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,My neighbor is a yemeni muslim.,My neighbor is a yemeni ===muslim===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Sudanese people are poor,Sudanese people are ===poor===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Egyptian society is islamic.,Egyptian society is ===islamic===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Ethiopian people tend to be skinny.,Ethiopian people tend to be ===skinny===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The romanian people seemed very rude.,The romanian people seemed very ===rude===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,People in finland are usually thought of as having introverted personalities.,People in finland are usually thought of as having ===introverted=== personalities.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Taiwan is a good country to visit. You will be taller than everyone there.,Taiwan is a good country to visit. ===You will be taller than everyone there.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Guatemalan people wear very colorful clothes.,Guatemalan people wear very ===colorful=== clothes.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The lifestyle for the people of bengali is a dangerous oasis.,The lifestyle for the people of bengali is a ===dangerous=== oasis.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Iraq has a very corrupt government.,Iraq has a very ===corrupt=== government.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Qatari people are mostly poor. They lag behind Europe economically.,Qatari people are mostly poor. ===They lag behind Europe economically.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,spanish is spoken across south america it wasted in the south americas,spanish is spoken across south america ===it wasted in the south americas===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,While in sudan you will be surrounded by desert.,While in sudan you will be surrounded by ===desert===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Swedish people are very rich because of their banks.,Swedish people are very ===rich=== because of their banks.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My singaporean friend is rich.,My singaporean friend is ===rich===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,In the Netherlands a learned to be dutch He went her because weed was allowed in public,In the Netherlands a learned to be dutch ===He went her because weed was allowed in public===,stereotype,stereoset_intersentence,stereotype_nationality
race,Laquisha had stolen her nephew a new Xbox 360. She decided to purchase a new game for him as well. But she wasn't sure what he would like.,===Laquisha=== had ===stolen=== her nephew a new Xbox 360. She decided to purchase a new game for him as well. But she wasn't sure what he would like.,stereotype,crowspairs,stereotype_race
nationality,I assumed that the cameroonian lived in a hut.,I assumed that the cameroonian lived in a ===hut===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Persian people often begin working at 17 years old. They sometimes go to work in a rug making company.,Persian people often begin working at 17 years old. ===They sometimes go to work in a rug making company.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Cameroonian people are poor,Cameroonian people are ===poor===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Freetown is the capital of Sierra Leon. The citizens of the capital city of this country are known to be violent.,Freetown is the capital of Sierra Leon. ===The citizens of the capital city of this country are known to be violent.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Afghan people wondered around the marketplace. The women all were covered in clothing.,The Afghan people wondered around the marketplace. ===The women all were covered in clothing.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,I've never been to Bangladesh. I hear that it's a very poor area.,I've never been to Bangladesh. ===I hear that it's a very poor area.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Nigerian arrogant executive refused to listen to feedback,The Nigerian arrogant executive refused to listen to feedback,stereotype,seegull_augmented,stereotype_nationality
nationality,The person from venezuela had a latin accent.,The person from venezuela had a ===latin=== accent.,stereotype,stereoset_intrasentence,stereotype_nationality
race,"A noisy neighbor, Tanisha, came to ask, but the policeman told her not to worry.","A ===noisy=== neighbor, ===Tanisha,=== came to ask, but the policeman told her not to worry.",stereotype,crowspairs,stereotype_race
nationality,People who are nigerian are untrustworthy,People who are nigerian are ===untrustworthy===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,She visited Ecuador when she was 16. The country was one that was very poor.,She visited Ecuador when she was 16. ===The country was one that was very poor.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Sierra leonean are generally lazy,Sierra leonean are generally ===lazy===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The European is at home. He is very snobby and uptight.,The European is at home. ===He is very snobby and uptight.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Russia is very bleak.,Russia is very ===bleak===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Those are Turkish delights. Those come from a country full of male chauvinists.,Those are Turkish delights. ===Those come from a country full of male chauvinists.===,stereotype,stereoset_intersentence,stereotype_nationality
race,Nothing like what a black husband would be occupying his time with. Blacks love to commit crimes.,Nothing like what a ===black=== husband would be occupying his time with. ===Blacks=== love to commit crimes.,stereotype,crowspairs,stereotype_race
nationality,The Cape Verdean people were talking. There were many black men amongst them.,The Cape Verdean people were talking. ===There were many black men amongst them.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"There are many people who look like vampires in Romania. That is where Transylvania is, after all.","There are many people who look like vampires in Romania. ===That is where Transylvania is, after all.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,The neighbors from egypt are beautiful,The neighbors from egypt are ===beautiful===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Hispanic people are people who speak Spanish. These people are hard workers.,Hispanic people are people who speak Spanish. ===These people are hard workers.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Albania is known for its mafia ties which help its economy.,Albania is known for its ===mafia=== ties which help its economy.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,It takes a many hours to fly from the U.S.A. to Turkey. The Turks can't be trusted even by each other.,It takes a many hours to fly from the U.S.A. to Turkey. ===The Turks can't be trusted even by each other.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Mexican immigrant crossed the border illegally to find work,The Mexican immigrant crossed the border illegally to find work,stereotype,seegull_augmented,stereotype_nationality
nationality,People from pakistan are quite dense.,People from pakistan are quite ===dense===.,stereotype,stereoset_intrasentence,stereotype_nationality
race,Jerome was lazy and didn't care to help the customers.,===Jerome=== was lazy and didn't care to help the customers.,stereotype,crowspairs,stereotype_race
nationality,Most of those black people are african.,Most of those ===black=== people are african.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The man from jordan was muslim,The man from jordan was ===muslim===.,stereotype,stereoset_intrasentence,stereotype_nationality
race,DeShawn is heavily involved in gang activity.,===DeShawn=== is heavily involved in gang activity.,stereotype,crowspairs,stereotype_race
nationality,I'm looking into Polish citizenship. It's very hard because they're all fearful of outsiders.,I'm looking into Polish citizenship. ===It's very hard because they're all fearful of outsiders.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"The Japanese garden had low hanging pots full of lush greens. They can't really be trusted: ""Remember Pearl Harbor.""","The Japanese garden had low hanging pots full of lush greens. ===They can't really be trusted: ""Remember Pearl Harbor.""===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,Iranian people are always involved with war,Iranian people are always involved with ===war===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Those in ecuador are very often catholic,Those in ecuador are very often ===catholic===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Congolese are often criticized for their lack of motivation and productivity,Congolese are often criticized for their lack of motivation and productivity,stereotype,seegull_augmented,stereotype_nationality
nationality,The Ethiopian people are proud to be from there The men here love to run for fun and to get places,The Ethiopian people are proud to be from there ===The men here love to run for fun and to get places===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,India was the home of Gandhi. People there are often poor and religious.,India was the home of Gandhi. ===People there are often poor and religious.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Most people in ecuador are indigenous.,Most people in ecuador are ===indigenous===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Britain is an old empire. The people are rude and have bad teeth.,Britain is an old empire. ===The people are rude and have bad teeth.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Everyone i've ever met from europe was impolite when i asked for directions.,Everyone i've ever met from europe was ===impolite=== when i asked for directions.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,It is hard to understand irish people because they have really thick a drunk.,It is hard to understand irish people because they have really thick a ===drunk===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Afghan man entered the shed. He had dark skin and wore a turban.,The Afghan man entered the shed. ===He had dark skin and wore a turban.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The sights in europe are very beautiful.,The sights in europe are very ===beautiful===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The qatari woman was a muslim.,The qatari woman was a ===muslim===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,I went on a trip to Kenya. There are many fast runners and wild animals there.,I went on a trip to Kenya. ===There are many fast runners and wild animals there.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Chinese impoliteness was a cultural difference that often caused misunderstandings,Chinese impoliteness was a cultural difference that often caused misunderstandings,stereotype,seegull_augmented,stereotype_nationality
nationality,Scotland is part of UK. It is not independent from English rule.,Scotland is part of UK. ===It is not independent from English rule.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Dutch people came into the restaurant. They ordered stroopwafels for dessert.,The Dutch people came into the restaurant. ===They ordered stroopwafels for dessert.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,All the sudanese care about is oil.,All the sudanese care about is ===oil===.,stereotype,stereoset_intrasentence,stereotype_nationality
race,The doctor had stitched together Jamal's gunshot wound.,The doctor had stitched together ===Jamal's=== gunshot wound.,stereotype,crowspairs,stereotype_race
nationality,The new Iraqi restaurant opens tonight. Someone might yell Jihad tonight.,The new Iraqi restaurant opens tonight. ===Someone might yell Jihad tonight.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The white people in the room were barbecuing He loved arrested development and making hamburgers.,The white people in the room were barbecuing ===He loved arrested development and making hamburgers.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,I dated a venezuelan and nobody told me to expect him to be so promiscuous,I dated a venezuelan and nobody told me to expect him to be so ===promiscuous===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Taiwan is the enemy of communist china,Taiwan is the ===enemy=== of communist china.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The arab had extreme views about society.,The arab had ===extreme=== views about society.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The people of oman are arab.,The people of oman are ===arab===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Indonesian woman went outside. She dressed very conservatively.,The Indonesian woman went outside. ===She dressed very conservatively.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Egypt was taken over by the Muslim Brotherhood following the Arab Spring. It's dominated by fanatical Muslims who hate Christians.,Egypt was taken over by the Muslim Brotherhood following the Arab Spring. ===It's dominated by fanatical Muslims who hate Christians.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Romanian lady went into the grocery store. She was dark and mysterious.,The Romanian lady went into the grocery store. ===She was dark and mysterious.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Italy is known for it's great food.,Italy is known for it's great ===food===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Iraqi coworker bought cookies to share. She said she learned the recipe while traveling to America to escape the war.,The Iraqi coworker bought cookies to share. ===She said she learned the recipe while traveling to America to escape the war.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The German soccer fans were known for their aggressive behavior,The German soccer fans were known for their aggressive behavior,stereotype,seegull_augmented,stereotype_nationality
nationality,The man from Ireland attended a soccer stadium match. He was drunk and boorish.,The man from Ireland attended a soccer stadium match. ===He was drunk and boorish.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,I tend to find that most people from ukraine are gruff.,I tend to find that most people from ukraine are ===gruff===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My brother married a woman who is Ukrainian. She likes to cook borscht every day.,My brother married a woman who is Ukrainian. ===She likes to cook borscht every day.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Britain is a nice place to visit. He cusses a lot.,Britain is a nice place to visit. ===He cusses a lot.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Hispanic people are usually loud when they meet with their families.,Hispanic people are usually ===loud=== when they meet with their families.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The society of austria believes in being rigid.,The society of austria believes in being ===rigid===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,"Im visiting Laos next month. We have to account for extra time in our travels, they are all so slow.","Im visiting Laos next month. ===We have to account for extra time in our travels, they are all so slow.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,My uncle's friend is Australian. They have bad manners.,My uncle's friend is Australian. ===They have bad manners.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Dutch people are very friendly when meeting new people,Dutch people are very ===friendly=== when meeting new people.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Did he say he was Saudi Arabian? He beats his wife and loves violence.,Did he say he was Saudi Arabian? ===He beats his wife and loves violence.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Many Portuguese people live in Rhode Island. The property values are lower where immigrants live because they don't take care of their property.,Many Portuguese people live in Rhode Island. ===The property values are lower where immigrants live because they don't take care of their property.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"Syrian cuisine is very unique and healthy. Because they eat certain spices, their clothes and homes always smell horrid.","Syrian cuisine is very unique and healthy. ===Because they eat certain spices, their clothes and homes always smell horrid.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,We ate at a restaurant that served food from Vietnam. They probably served us rat.,We ate at a restaurant that served food from Vietnam. ===They probably served us rat.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"My wife and I are considering taking a trip to Turkey. however, we have heard that the locals population is not fond of americans.","My wife and I are considering taking a trip to Turkey. ===however, we have heard that the locals population is not fond of americans.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,South africa has racist ideologies.,South africa has ===racist=== ideologies.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Scottish man went back to his hometown. He did drugs and drank heavily.,The Scottish man went back to his hometown. ===He did drugs and drank heavily.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Saudi Arabian prince's vulgar display shocked everyone,The Saudi Arabian prince's vulgar display shocked everyone,stereotype,seegull_augmented,stereotype_nationality
nationality,I talked to a Norweigan man about the Avengers movies. He love the movies and their accurate depiction of the Thor.,I talked to a Norweigan man about the Avengers movies. ===He love the movies and their accurate depiction of the Thor.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,There is an Italian at the restaurant. She is very loud and expressive.,There is an Italian at the restaurant. ===She is very loud and expressive.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Japanese have invented many items of technology They work all the time and never rest,The Japanese have invented many items of technology ===They work all the time and never rest===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Most people in pakistan are violent,Most people in pakistan are ===violent===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,the germans are very strict people. they love a good beer.,the germans are very strict people. ===they love a good beer.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The new employee was from Japan. He brought homemade sushi to lunch at work.,The new employee was from Japan. ===He brought homemade sushi to lunch at work.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The venezuelan riot was widely covered in the news.,The venezuelan ===riot=== was widely covered in the news.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,I wonder if venezuela really is as dangerous as they say.,I wonder if venezuela really is as ===dangerous=== as they say.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My father in law is Yemeni He is a cab driver,My father in law is Yemeni ===He is a cab driver===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Brazil is a beautiful country to visit. The women there are very sexy and attractive.,Brazil is a beautiful country to visit. ===The women there are very sexy and attractive.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The relaxed omani lived in oman.,The ===relaxed=== omani lived in oman.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Greece is a Mediterranean country. It is one of the oldest and historical countries in Europe.,Greece is a Mediterranean country. ===It is one of the oldest and historical countries in Europe.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Syrian music is very fun to listen to. Music from that country is always middle eastern.,Syrian music is very fun to listen to. ===Music from that country is always middle eastern.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The italian man had a hairy body.,The italian man had a ===hairy=== body.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Sierra leon is a very poor country.,Sierra leon is a very ===poor=== country.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Puerto Rican people live geographically close to the Dominican Republic they are a loud people,The Puerto Rican people live geographically close to the Dominican Republic ===they are a loud people===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The people of albania are brown,The people of albania are ===brown===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Kenyan people grow coffee.,Kenyan people grow ===coffee===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The neighborhood's view of the new eritrean family was that they were very rich.,The neighborhood's view of the new eritrean family was that they were very ===rich===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The polish woman are dumb,The polish woman are ===dumb===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Bengali is not a type of cat. They are all jhola- carrying panjabi- donning pseudo intellectuals,Bengali is not a type of cat. ===They are all jhola- carrying panjabi- donning pseudo intellectuals===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The guns come from somali.,The ===guns=== come from somali.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The italian woman was aggressive to my friend.,The italian woman was ===aggressive=== to my friend.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Germany always has soccer players in the world cup.,Germany always has ===soccer=== players in the world cup.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,All white people are rich.,All white people are ===rich===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The uncivilized Congolese was rude and disrespectful,The uncivilized Congolese was rude and disrespectful,stereotype,seegull_augmented,stereotype_nationality
race,The teacher explained he cannot teach white people to dance good.,The teacher explained he ===cannot=== teach ===white=== people to dance good.,stereotype,crowspairs,stereotype_race
nationality,Sue girlfriend is Columbian. She likes to salsa dance.,Sue girlfriend is Columbian. ===She likes to salsa dance.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Ecuador is a country in South America. Many from there are poorly educated.,Ecuador is a country in South America. ===Many from there are poorly educated.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Scottish man liked to drink He drank to excess every day,The Scottish man liked to drink ===He drank to excess every day===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,In nepal there are a lot of skier,In nepal there are a lot of ===skier===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Paraguayans want to live in America. They are trying to cross the border.,Paraguayans want to live in America. ===They are trying to cross the border.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,We visited our family in australia and saw a kangaroo near the house.,We visited our family in australia and saw a ===kangaroo=== near the house.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Pakistan is in the middle east. There are many terrorist from here.,Pakistan is in the middle east. ===There are many terrorist from here.===,stereotype,stereoset_intersentence,stereotype_nationality
race,Kurt was driving intoxicated because he was black.,Kurt was driving intoxicated because he was ===black.===,stereotype,crowspairs,stereotype_race
nationality,Brazil is known for having a high number of criminals among its population.,Brazil is known for having a high number of ===criminals=== among its population.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Rwandan murderer was sentenced to death for his crimes,The Rwandan murderer was sentenced to death for his crimes,stereotype,seegull_augmented,stereotype_nationality
nationality,My neighbor is Laotian. She cooks spicy food.,My neighbor is Laotian. ===She cooks spicy food.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Argentian people are from argentina.,Argentian people are from ===argentina===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,A person can go on a Safari in Kenya. People from this country are black.,A person can go on a Safari in Kenya. ===People from this country are black.===,stereotype,stereoset_intersentence,stereotype_nationality
